업종명	업소명	소재지(도로명)	소재지(지번)	행정동명
일반음식점	오이에	"대전광역시 중구 중교로 45, 1층 (대흥동)"	대전광역시 중구 대흥동 314-2 1층 	대흥동
일반음식점	스트릿츄러스대전구장점	"대전광역시 중구 대종로 373, 한밭종합운동장 (부사동)"	대전광역시 중구 부사동 209-1 한밭종합운동장 3루 내야측 20호	부사동
일반음식점	칠공구공식당	"대전광역시 중구 대종로 100, 지하1층 (옥계동)"	대전광역시 중구 옥계동 8-21 지하1층 	석교동
일반음식점	하이쇼쿠	"대전광역시 중구 보문로254번길 49, 1층 (대흥동)"	대전광역시 중구 대흥동 246-4 1층 	대흥동
일반음식점	파란간판원조황소집	대전광역시 중구 대종로460번길 25 (대흥동)	대전광역시 중구 대흥동 138-2 	대흥동
일반음식점	청석골밀냉면	대전광역시 중구 보문로 171 (대흥동)	대전광역시 중구 대흥동 370-3 	대흥동
일반음식점	향식당	대전광역시 중구 중앙로137번길 25 (선화동)	대전광역시 중구 선화동 33-1 	은행선화동
일반음식점	신칼국수	대전광역시 중구 목중로 61 (중촌동)	대전광역시 중구 중촌동 61-17 	중촌동
일반음식점	작은집	"대전광역시 중구 계룡로881번길 9-1 (용두동,,9)"	"대전광역시 중구 용두동 19-7 ,9 "	용두동
일반음식점	친구식당	대전광역시 중구 대둔산로 384-1 (산성동)	대전광역시 중구 산성동 277-15 	산성동
일반음식점	김밥이야기	"대전광역시 중구 보문산로161번길 61, 1층 101호 (문화동, 주공아파트 1단지동)"	대전광역시 중구 문화동 778 (1층) 주공아파트 1단지동 101호	문화2동
일반음식점	신촌손칼국수	"대전광역시 중구 동서대로 1375-14, 1층 (목동)"	대전광역시 중구 목동 115-37 1층 	목동
일반음식점	주원식당	대전광역시 중구 보문로 135 (대사동)	대전광역시 중구 대사동 89-5 	대사동
일반음식점	후킨	대전광역시 중구 목중로 62-1 (중촌동)	대전광역시 중구 중촌동 61-22 (B동 1층) 	중촌동
일반음식점	금송오리와삼계탕	대전광역시 중구 중촌로28번길 44 (중촌동)	대전광역시 중구 중촌동 101-8 	중촌동
일반음식점	와플빈스	대전광역시 중구 태평로14번길 14 (유천동)	대전광역시 중구 유천동 307-11 	유천1동
일반음식점	화로본갈비2앤인	"대전광역시 중구 계백로1685번길 19 (오류동,(1층,2층))"	"대전광역시 중구 오류동 167-4 (1층,2층) "	오류동
일반음식점	진황태	"대전광역시 중구 보문로262번길 29, 1층 (대흥동)"	대전광역시 중구 대흥동 491-7 1 	대흥동
일반음식점	금강매운탕	대전광역시 중구 동서대로1235번길 12 (태평동)	대전광역시 중구 태평동 338-8 	태평1동
일반음식점	홍삼장어	"대전광역시 중구 태평로 1-1, 1층 (태평동)"	대전광역시 중구 태평동 423-2 1층 	태평1동
일반음식점	꽃마차낙지볶음	"대전광역시 중구 계룡로882번길 36, 2층 (오류동)"	대전광역시 중구 오류동 153-35 2층 	오류동
일반음식점	조선드렁큰(Joseondrunken)	"대전광역시 중구 중앙로130번길 35, 1층 103호 (대흥동)"	대전광역시 중구 대흥동 227 1층 103호	대흥동
일반음식점	야호분식	"대전광역시 중구 유천로142번길 41, 1층 (태평동)"	대전광역시 중구 태평동 331-3 (1층) 	태평1동
일반음식점	버팔로막창	대전광역시 중구 중교로 90 (대흥동)	대전광역시 중구 대흥동 6-12 (1층) 	대흥동
일반음식점	고베규카츠대전은행점	"대전광역시 중구 대종로480번길 7, 2층 (은행동)"	대전광역시 중구 은행동 152 2층 	은행선화동
일반음식점	사이드비	"대전광역시 중구 태평로44번길 8 (유천동,(1층))"	대전광역시 중구 유천동 323-1 (1층) 	유천1동
일반음식점	추억의아지트	"대전광역시 중구 대종로 137, 1층 (호동)"	대전광역시 중구 호동 9-12 1층 	석교동
일반음식점	롱다리치킨산성한밭가든점	"대전광역시 중구 보문산로 39, 1층 (산성동)"	대전광역시 중구 산성동 118-12 1층 	산성동
일반음식점	수자네식당	대전광역시 중구 산성로 15 (산성동)	대전광역시 중구 산성동 292-13 	산성동
일반음식점	복추어탕식당	대전광역시 중구 목중로 31-2 (목동)	대전광역시 중구 목동 47-26 	목동
일반음식점	청와대앤시온성	대전광역시 중구 보문산로 56-1 (산성동)	대전광역시 중구 산성동 279-3 	산성동
일반음식점	대흥동오징어	"대전광역시 중구 중앙로122번길 24, 1층 (대흥동)"	대전광역시 중구 대흥동 478-2 1층 	대흥동
일반음식점	오코노미식당	대전광역시 중구 중앙로122번길 39 (대흥동)	대전광역시 중구 대흥동 246-7 	대흥동
일반음식점	사람사랑분식	"대전광역시 중구 계백로1615번길 19, 1층 (유천동)"	대전광역시 중구 유천동 205-27 1층 	유천2동
일반음식점	명인춘천닭갈비	"대전광역시 중구 보문산로 68-1, 1층 (산성동)"	대전광역시 중구 산성동 280-4 1층 	산성동
일반음식점	초원회센터	"대전광역시 중구 대종로286번길 15, 1층 (문창동)"	"대전광역시 중구 문창동 382-6 ,7(1층) "	문창동
일반음식점	목구멍오류점	"대전광역시 중구 계룡로882번길 58, 1층 (오류동)"	대전광역시 중구 오류동 159-5 1층 	오류동
일반음식점	호호식당	"대전광역시 중구 당디로 45 (산성동,,38-6,39-5 우성아파트 2차 상가동 1층 106호)"	"대전광역시 중구 산성동 37-1 ,38-6,39-5 우성아파트 2차 상가동 1층 106호 "	산성동
일반음식점	유천점소담애	"대전광역시 중구 태평로26번길 7, 1층 (유천동)"	대전광역시 중구 유천동 324-24 (1층) 	유천1동
일반음식점	곧망할포차	"대전광역시 중구 대흥로175번길 36, 1층 (대흥동)"	대전광역시 중구 대흥동 2-9 (1층) 	대흥동
일반음식점	신씨네버섯촌	"대전광역시 중구 보문산공원로 533, 1층 (대사동)"	대전광역시 중구 대사동 122-4 1층 	대사동
일반음식점	한양고깃집대전오류점	"대전광역시 중구 계룡로874번길 18 (오류동,(1층))"	대전광역시 중구 오류동 149-39 (1층) 	오류동
일반음식점	주식회사 월산본가	"대전광역시 중구 대종로 455, 1,2층 (대흥동)"	"대전광역시 중구 대흥동 181-12 1,2층 "	대흥동
일반음식점	포차1번지먹새통	"대전광역시 중구 계백로1565번길 50, 1층 (유천동)"	대전광역시 중구 유천동 323-9 1층 	유천1동
일반음식점	대안식당	대전광역시 중구 계백로 1644 (유천동)	대전광역시 중구 유천동 127-100 	유천2동
일반음식점	씨바식당	"대전광역시 중구 중교로 45, 2층 (대흥동)"	대전광역시 중구 대흥동 314-2 2층 	대흥동
일반음식점	낭만식당	"대전광역시 중구 계백로1565번길 56, 1층 (유천동)"	대전광역시 중구 유천동 323-34 1층 	유천2동
일반음식점	쎄븐나잇	대전광역시 중구 목중로 64 (중촌동)	대전광역시 중구 중촌동 61-21 	중촌동
일반음식점	플라잉팬	"대전광역시 중구 대종로 480, 2층 (은행동)"	대전광역시 중구 은행동 153 (2층) 	은행선화동
일반음식점	이모네집식당	"대전광역시 중구 대둔산로 518 (유천동,,6,7,8,9,10,17 상가 1층 101호)"	"대전광역시 중구 유천동 335-5 ,6,7,8,9,10,17 상가 1층 101호 "	유천1동
일반음식점	나주집	"대전광역시 중구 목중로 74, 1층 (중촌동)"	대전광역시 중구 중촌동 280-8 1층 	중촌동
일반음식점	육사구이오류점	"대전광역시 중구 계룡로882번길 28, 1층 (오류동)"	대전광역시 중구 오류동 153-44 1층 	오류동
일반음식점	공주얼큰이칼국수	"대전광역시 중구 유천로 60 (유천동,(1층))"	대전광역시 중구 유천동 185-32 (1층) 	유천2동
일반음식점	영빈관식당	"대전광역시 중구 대종로 83 (옥계동,(1,2층))"	"대전광역시 중구 옥계동 39-6 (1,2층) "	석교동
일반음식점	소문난통닭	대전광역시 중구 문창로6번길 18 (문창동)	대전광역시 중구 문창동 361-5 	문창동
일반음식점	큰손즉석김밥	"대전광역시 중구 중앙로 70 (대흥동, 1층)"	대전광역시 중구 대흥동 521-8 	대흥동
일반음식점	카페베네대전태평점	"대전광역시 중구 계백로1565번길 20 (유천동,(1층))"	대전광역시 중구 유천동 309-8 (1층) 	유천1동
일반음식점	더브라더족발	"대전광역시 중구 선화로 138, 1층 (선화동)"	대전광역시 중구 선화동 14-1 1층 	은행선화동
일반음식점	빨간두건	"대전광역시 중구 수침로55번길 42 (태평동,(1층))"	대전광역시 중구 태평동 332-10 (1층) 	태평1동
일반음식점	가자올갱이	"대전광역시 중구 수침로 56-1 (태평동,(1층))"	대전광역시 중구 태평동 278-18 (1층) 	태평1동
일반음식점	안동잔치국수	"대전광역시 중구 보문산로 30 (산성동,(1층))"	대전광역시 중구 산성동 120-5 (1층) 	산성동
일반음식점	항아리보쌈	"대전광역시 중구 계룡로874번길 25 (오류동,(1층))"	대전광역시 중구 오류동 153-23 (1층) 	오류동
일반음식점	태평예가	"대전광역시 중구 계백로1603번길 64-1 (유천동,(1층))"	대전광역시 중구 유천동 200-14 (1층) 	유천2동
일반음식점	강화해물탕	"대전광역시 중구 계백로1685번길 6, 1층 (오류동)"	대전광역시 중구 오류동 165-10 1층 	오류동
일반음식점	오늘은회	"대전광역시 중구 태평로 173 (태평동,(1층))"	대전광역시 중구 태평동 349-1 (1층) 	태평1동
일반음식점	마셔주	"대전광역시 중구 문화로 76 (산성동,(1층))"	대전광역시 중구 산성동 114-3 (1층) 	산성동
일반음식점	태울	"대전광역시 중구 당디로6번길 64 (문화동,(1층))"	대전광역시 중구 문화동 557-8 (1층) 	문화2동
일반음식점	투다리성모점	"대전광역시 중구 중교로 9, 지하1층 01호 (대흥동, 나이스타운)"	대전광역시 중구 대흥동 504-5 나이스타운 	대흥동
일반음식점	오늘은내가쏜다	"대전광역시 중구 태평로14번길 21-29 (유천동,, 101호(1층))"	"대전광역시 중구 유천동 326-29 , 101호(1층) "	유천1동
일반음식점	불구이돈	"대전광역시 중구 대종로 219, 1층 (석교동)"	대전광역시 중구 석교동 59-10 (1층) 	석교동
일반음식점	그린식당	"대전광역시 중구 보문로 121 (대사동,(1층))"	대전광역시 중구 대사동 169-12 (1층) 	대사동
일반음식점	코코이야기식당	"대전광역시 중구 중촌로24번길 49 (중촌동,(1층))"	대전광역시 중구 중촌동 101-13 (1층) 	중촌동
일반음식점	김밥나라문화2호점	"대전광역시 중구 천근로69번길 114 (문화동,계룡상가102호(1층))"	대전광역시 중구 문화동 418-1 계룡상가102호(1층) 	문화1동
일반음식점	라면1번가	"대전광역시 중구 계백로 1687 (오류동,(1층))"	대전광역시 중구 오류동 165-14 (1층) 	오류동
일반음식점	구름에달가듯	"대전광역시 중구 보문산로35번길 46 (산성동,(1층))"	대전광역시 중구 산성동 97-10 (1층) 	산성동
일반음식점	보석추어탕	대전광역시 중구 동서대로1194번길 14 (태평동)	대전광역시 중구 태평동 413-6 (1층) 	태평2동
일반음식점	코바그릴	"대전광역시 중구 중교로 53, 1층 (대흥동)"	"대전광역시 중구 대흥동 219-10 ,220(1층) "	대흥동
일반음식점	블루보트	"대전광역시 중구 중앙로137번길 32 (선화동,(1층))"	대전광역시 중구 선화동 6-2 (1층) 	은행선화동
일반음식점	향촌한우타운	"대전광역시 중구 계백로1615번길 66 (유천동,,155-5(1층))"	"대전광역시 중구 유천동 188-3 ,155-5(1층) "	유천2동
일반음식점	촌놈들연탄구이	"대전광역시 중구 중앙로122번길 20 (대흥동,(1층))"	대전광역시 중구 대흥동 491-10 (1층) 	대흥동
일반음식점	큰통치킨목동점	"대전광역시 중구 목중로 59 (목동,(1층))"	대전광역시 중구 목동 52-199 (1층) 	목동
일반음식점	회천국식당	"대전광역시 중구 중앙로170번길 49 (은행동,,26 (2층))"	"대전광역시 중구 은행동 66-25 ,26 (2층) "	은행선화동
일반음식점	구도로통닭대전대흥점	"대전광역시 중구 중앙로112번길 33, 1층 (대흥동)"	"대전광역시 중구 대흥동 472 , 476-3 (1층) "	대흥동
일반음식점	마린회전초밥전문점	"대전광역시 중구 중앙로156번길 41-10, 1층 (은행동)"	대전광역시 중구 은행동 170-46 1층 	은행선화동
일반음식점	낙영칼국수	"대전광역시 중구 동서대로1303번길 37 (오류동,(1층))"	대전광역시 중구 오류동 189-5 (1층) 	오류동
일반음식점	청양칼국수	"대전광역시 중구 대종로505번길 31 (선화동,(1,2층))"	"대전광역시 중구 선화동 51-1 (1,2층) "	은행선화동
일반음식점	가정식당	"대전광역시 중구 대둔산로 518 (유천동,,6,7,8,9,10,17 ,  102,103,104,105호(1층))"	"대전광역시 중구 유천동 335-5 ,6,7,8,9,10,17 ,  102,103,104,105호(1층) "	유천1동
일반음식점	대전송어장	대전광역시 중구 방아미로 95-51 (침산동)	대전광역시 중구 침산동 178-3 	산성동
일반음식점	아줌마돈까스	"대전광역시 중구 충무로 124 (대사동,,43,  667 부사동 181-1(1층))"	"대전광역시 중구 대사동 69-59 ,43,  667 부사동 181-1(1층) "	대사동
일반음식점	이모네칼국수	"대전광역시 중구 대전천서로 269, 1층 (문창동)"	대전광역시 중구 문창동 367-29 1층 	문창동
일반음식점	털보바베큐	"대전광역시 중구 오류로 72, 1층 (오류동)"	대전광역시 중구 오류동 185-6 1층 	오류동
일반음식점	진성아구찜	"대전광역시 중구 동서대로 1231-1 (태평동,,32 (1층))"	"대전광역시 중구 태평동 336-28 ,32 (1층) "	태평1동
일반음식점	의정부부대찌개	"대전광역시 중구 보문로 307 (선화동,(1층))"	대전광역시 중구 선화동 361-1 (1층) 	은행선화동
일반음식점	아씨밥상	"대전광역시 중구 보문로67번길 7, 1층 (부사동)"	대전광역시 중구 부사동 151-19 (1층) 	부사동
일반음식점	팔도막국수	"대전광역시 중구 어덕마을로 109 (중촌동,(1층))"	대전광역시 중구 중촌동 9-8 (1층) 	중촌동
일반음식점	한잔의추억식당	"대전광역시 중구 태평로 119 (태평동,(1층))"	대전광역시 중구 태평동 374-8 (1층) 	태평2동
일반음식점	피자2001	"대전광역시 중구 보문로 225 (대흥동,(1층))"	대전광역시 중구 대흥동 508-88 (1층) 	대흥동
일반음식점	일오삼식당	"대전광역시 중구 당디로 20 (산성동,(1층))"	대전광역시 중구 산성동 334-17 (1층) 	산성동
일반음식점	카페206	"대전광역시 중구 계백로1615번길 13, 1,2층 (유천동)"	"대전광역시 중구 유천동 206-14 1,2층 "	유천1동
일반음식점	옛날식당	"대전광역시 중구 보문산로227번길 3 (문화동,(1층))"	대전광역시 중구 문화동 517-15 (1층) 	문화2동
일반음식점	임순남옥코다리찜	"대전광역시 중구 보문로20번길 23 (문창동,(1층))"	대전광역시 중구 문창동 120-3 (1층) 	문창동
일반음식점	로즈식당	"대전광역시 중구 대전천서로 655 (중촌동,(지하))"	대전광역시 중구 중촌동 96-2 (지하) 	중촌동
일반음식점	사리원면옥	"대전광역시 중구 중교로 62, 1,2층 (대흥동)"	"대전광역시 중구 대흥동 188-5 ,188-2,188-3,188-4,188-7,188-12 (1,2층) "	대흥동
일반음식점	좋은만남	"대전광역시 중구 보문로 307 (선화동,(1층))"	대전광역시 중구 선화동 361-1 (1층) 	은행선화동
일반음식점	돌담식당	대전광역시 중구 뿌리공원로 41 (안영동)	대전광역시 중구 안영동 698-5 	산성동
일반음식점	행복한식당	"대전광역시 중구 대둔산로466번길 7 (산성동,(1층))"	대전광역시 중구 산성동 145-38 (1층) 	산성동
일반음식점	먹고합시다	"대전광역시 중구 유천로86번길 28 (유천동,(1층))"	대전광역시 중구 유천동 204-14 (1층) 	유천2동
일반음식점	효주네집	"대전광역시 중구 태평로 119-2, 1층 (태평동)"	대전광역시 중구 태평동 374-6 (1층) 	태평2동
일반음식점	바다속으로	대전광역시 중구 대전천서로 341 (문창동)	대전광역시 중구 문창동 2-2 1층 	문창동
일반음식점	명랑식당	"대전광역시 중구 보문로 127-1 (대사동,(1층))"	대전광역시 중구 대사동 168-27 (1층) 	대사동
일반음식점	방아깐통골뱅이	"대전광역시 중구 보문로260번길 26, 1층 (대흥동)"	대전광역시 중구 대흥동 476-3 1층 	대흥동
일반음식점	여도	"대전광역시 중구 계룡로874번길 13 (오류동,(2,3층))"	"대전광역시 중구 오류동 153-1 (2,3층) "	오류동
일반음식점	세븐나잇태평점	"대전광역시 중구 수침로 95 (태평동,(1층))"	대전광역시 중구 태평동 339-74 (1층) 	태평1동
일반음식점	미가사랑식당	"대전광역시 중구 보문로 242-3 (대흥동,(1층))"	대전광역시 중구 대흥동 452-43 (1층) 	대흥동
일반음식점	주선생식당	"대전광역시 중구 보문산로171번안길 24 (문화동,(1층))"	대전광역시 중구 문화동 559-12 (1층) 	문화2동
일반음식점	정다원	"대전광역시 중구 보문산공원로 502-1 (대사동,,134(1,2층))"	"대전광역시 중구 대사동 198-124 ,134(1,2층) "	대사동
일반음식점	쉼공방카페	대전광역시 중구 수침로 50 (태평동)	대전광역시 중구 태평동 281-5 (1층) 	태평1동
일반음식점	딱한잔집	"대전광역시 중구 목척8길 5 (은행동,,9(1층))"	"대전광역시 중구 은행동 9-8 ,9(1층) "	은행선화동
일반음식점	밀밭칼국수	"대전광역시 중구 보문산로 147-18 (문화동,(2층))"	대전광역시 중구 문화동 559-1 (2층) 	문화2동
일반음식점	고기한판승	"대전광역시 중구 송리로 48, 1층 (문화동)"	대전광역시 중구 문화동 462-17 1층 	문화1동
일반음식점	가보자보리밥	"대전광역시 중구 보문산공원로 530 (대사동,(1층))"	대전광역시 중구 대사동 160-6 (1층) 	대사동
일반음식점	육팡삼겹살대전오류동점	"대전광역시 중구 계백로1685번길 17 (오류동,(1층))"	대전광역시 중구 오류동 167-5 (1층) 	오류동
일반음식점	시장분식	"대전광역시 중구 계룡로882번길 94 (오류동,(1층))"	대전광역시 중구 오류동 166-21 (1층) 	오류동
일반음식점	장례식장평화원	"대전광역시 중구 대전천서로 745 (중촌동,,191-1,2, 192-1(지하))"	"대전광역시 중구 중촌동 183-5 ,191-1,2, 192-1(지하) "	중촌동
일반음식점	평화갈비	"대전광역시 중구 목중로26번길 51, 1층 (중촌동)"	대전광역시 중구 중촌동 12-6 1층 	중촌동
일반음식점	빠라삐리뽀	"대전광역시 중구 대종로 109, 1층 (옥계동)"	대전광역시 중구 옥계동 16-1 (1층) 	석교동
일반음식점	온누리식당	"대전광역시 중구 보문산로177번안길 40 (문화동,(1층))"	대전광역시 중구 문화동 557-16 (1층) 	문화2동
일반음식점	충남대학교병원장례식장	대전광역시 중구 문화로 282 (대사동)	대전광역시 중구 대사동 640 	대사동
일반음식점	어울림식당	"대전광역시 중구 중앙로16번길 30 (문화동,(2층))"	대전광역시 중구 문화동 1-212 (2층) 	문화1동
일반음식점	토종칼국수	"대전광역시 중구 대종로 667, 1층 (중촌동)"	대전광역시 중구 중촌동 99-8 (1층) 	중촌동
일반음식점	마요네즈(대흥점)	"대전광역시 중구 중교로 47 (대흥동,(1층))"	대전광역시 중구 대흥동 251-6 (1층) 	대흥동
일반음식점	바이킹	"대전광역시 중구 목중로 62 (중촌동,101호)"	대전광역시 중구 중촌동 61-23 101호 	중촌동
일반음식점	대돌배기	"대전광역시 중구 계백로1565번길 48 (유천동,,8(1층))"	"대전광역시 중구 유천동 323-7 ,8(1층) "	유천1동
일반음식점	장춘수육쌈밥	"대전광역시 중구 대종로505번길 54, 1층 (선화동)"	대전광역시 중구 선화동 229-2 1층 	은행선화동
일반음식점	착한사나이포차식당	"대전광역시 중구 계룡로874번길 19-7, 1층 (오류동)"	대전광역시 중구 오류동 153-6 (1층) 	오류동
일반음식점	술먹는흙돼지식당	대전광역시 중구 대종로 381 (대사동)	대전광역시 중구 대사동 64-9 	대사동
일반음식점	레인보우7080	"대전광역시 중구 태평로 99-1 (태평동,(2층))"	대전광역시 중구 태평동 379-2 (2층) 	태평2동
일반음식점	무한리필조개구이	"대전광역시 중구 태평로26번길 21, 1층 (유천동)"	대전광역시 중구 유천동 323-6 (1층) 	유천1동
일반음식점	대추나무칼국수	"대전광역시 중구 목척9길 30 (은행동,(1층))"	대전광역시 중구 은행동 132-9 (1층) 	은행선화동
일반음식점	수리비어	"대전광역시 중구 사득로 4-1 (부사동,(1층))"	대전광역시 중구 부사동 151-24 (1층) 	부사동
일반음식점	다사랑치킨피자문화점	"대전광역시 중구 천근로 11 (문화동,(1층))"	대전광역시 중구 문화동 463-2 (1층) 	문화2동
일반음식점	신석기추어탕	"대전광역시 중구 송리로 42 (문화동,(1층))"	대전광역시 중구 문화동 462-25 (1층) 	문화2동
일반음식점	할매네순대	"대전광역시 중구 보문로 161 (대사동,,10(1층))"	"대전광역시 중구 대사동 101-6 ,10(1층) "	대사동
일반음식점	다시돌아온옥이네	"대전광역시 중구 대종로 50 (옥계동,(1층))"	대전광역시 중구 옥계동 149-17 (1층) 	석교동
일반음식점	스카이박스식당	"대전광역시 중구 목중로 50 (중촌동,제일프라자(4층))"	대전광역시 중구 중촌동 16-10 제일프라자(4층) 	중촌동
일반음식점	마숑(유천점)	대전광역시 중구 계백로1565번길 35 (유천동)	대전광역시 중구 유천동 325-3 (1층) 	유천1동
일반음식점	동원국수	"대전광역시 중구 대종로333번길 7 (부사동,(1층))"	대전광역시 중구 부사동 99-6 (1층) 	부사동
일반음식점	대웅식당	"대전광역시 중구 동서대로1194번길 7-18 (태평동,(1층))"	대전광역시 중구 태평동 409-2 (1층) 	태평2동
일반음식점	이모네뒷고기	"대전광역시 중구 유천로86번길 23 (유천동,(1층))"	대전광역시 중구 유천동 203-18 (1층) 	유천2동
일반음식점	해드림김밥	"대전광역시 중구 계백로 1701-17 (오류동,(1층))"	대전광역시 중구 오류동 162-7 (1층) 	오류동
일반음식점	복천식당	"대전광역시 중구 대종로333번길 75 (부사동,(1층))"	대전광역시 중구 부사동 140-18 (1층) 	부사동
일반음식점	맛소야직영점	"대전광역시 중구 대전천서로 627 (중촌동,(1층))"	대전광역시 중구 중촌동 116-7 (1층) 	중촌동
일반음식점	네네치킨태평점	"대전광역시 중구 평촌로 93, 상가2동 101호 (태평동, 쌍용예가아파트)"	대전광역시 중구 태평동 554 쌍용예가아파트 상가2동 101호	태평1동
일반음식점	다원석갈비	"대전광역시 중구 목중로26번길 50 (중촌동,(1층))"	대전광역시 중구 중촌동 402-8 (1층) 	중촌동
일반음식점	화평본가	"대전광역시 중구 계룡로 856, 삼학빌딩 1층 (오류동)"	대전광역시 중구 오류동 175-5 삼학빌딩 1층 	오류동
일반음식점	세븐나잇문화1점	"대전광역시 중구 보문산로177번안길 28 (문화동,(1층))"	대전광역시 중구 문화동 569-29 (1층) 	문화2동
일반음식점	손이가호프	"대전광역시 중구 수침로 50, 1층 (태평동)"	대전광역시 중구 태평동 281-5 (1층) 	태평1동
일반음식점	감자바위골	대전광역시 중구 문창로6번길 41 (문창동)	대전광역시 중구 문창동 366-12 	문창동
일반음식점	황소집	"대전광역시 중구 태평로26번길 11, 1층 (유천동)"	대전광역시 중구 유천동 324-17 (1층) 	유천1동
일반음식점	착한골목막창	"대전광역시 중구 태평로 18-2, 1층 (유천동)"	대전광역시 중구 유천동 326-9 (1층) 	유천1동
일반음식점	애플꼬마김밥유천점	"대전광역시 중구 계백로1615번길 47 (유천동,(1층))"	대전광역시 중구 유천동 203-1 (1층) 	유천2동
일반음식점	곧망할집	"대전광역시 중구 대종로452번길 28 (대흥동,(1층))"	대전광역시 중구 대흥동 121-8 (1층) 	대흥동
일반음식점	와글와글분식	"대전광역시 중구 대둔산로 407-20 (산성동,(1층))"	대전광역시 중구 산성동 97-19 (1층) 	산성동
일반음식점	해물고기	"대전광역시 중구 유천로 20-1 (유천동,(1층))"	대전광역시 중구 유천동 171-33 (1층) 	유천2동
일반음식점	타향골	"대전광역시 중구 중교로 7-17 (대흥동,(1,2층))"	"대전광역시 중구 대흥동 502-5 (1,2층) "	대흥동
일반음식점	오말숙김치찌게	"대전광역시 중구 산서로71번길 8-27, 1층 (사정동)"	대전광역시 중구 사정동 344-7 (1층) 	산성동
일반음식점	샤브에스와이9000	"대전광역시 중구 계백로1615번길 62, 2층 (유천동)"	"대전광역시 중구 유천동 188-14 ,10-37(2층) "	유천2동
일반음식점	역전할머니맥주태평점	"대전광역시 중구 계백로1565번길 40 (유천동,(1층))"	대전광역시 중구 유천동 309-27 (1층) 	유천1동
일반음식점	소풍나라김밥	대전광역시 중구 보문로 85 (부사동)	대전광역시 중구 부사동 146-7 	부사동
일반음식점	두손개성만두	"대전광역시 중구 보문산로365번길 2 (문화동,(1층))"	대전광역시 중구 문화동 11-15 (1층) 	문화1동
일반음식점	중촌주먹구이	"대전광역시 중구 목중로 60-1, 1층 (중촌동)"	대전광역시 중구 중촌동 61-24 (1층) 	중촌동
일반음식점	웰빙가든흑염소요리전문	"대전광역시 중구 과례로39번길 16, 2층 (문화동)"	대전광역시 중구 문화동 217 (2층) 	문화1동
일반음식점	녹두빈대떡	"대전광역시 중구 보문산공원로 535 (대사동,(1층))"	대전광역시 중구 대사동 122-11 (1층) 	대사동
일반음식점	바다황제	"대전광역시 중구 대흥로121번길 43, 1~2층 (대흥동)"	"대전광역시 중구 대흥동 458-1 (1,2층) "	대흥동
일반음식점	엄마손김밥	"대전광역시 중구 중교로 25 (대흥동,(1층))"	대전광역시 중구 대흥동 467-3 (1층) 	대흥동
일반음식점	목동면옥	"대전광역시 중구 동서대로 1379 (목동,,11. 115-5,15(1층))"	"대전광역시 중구 목동 108-8 ,11. 115-5,15(1층) "	목동
일반음식점	풍전삼계탕민물장어	"대전광역시 중구 대둔산로 263, 1층 (사정동)"	대전광역시 중구 사정동 514-3 1층 	산성동
일반음식점	용궁식당	대전광역시 중구 문화로234번길 64 (문화동)	대전광역시 중구 문화동 229 	문화1동
일반음식점	영빈돌솥밥돌구이	"대전광역시 중구 유천로102번길 27 (유천동,(1층))"	대전광역시 중구 유천동 199-5 (1층) 	유천2동
일반음식점	포항구룡포과메기와생태	대전광역시 중구 중앙로13번길 34-1 (용두동)	대전광역시 중구 용두동 16-2 	용두동
일반음식점	풍경	"대전광역시 중구 천근로 37, 1층 (문화동)"	대전광역시 중구 문화동 473-13 1층 	문화1동
일반음식점	수미감자탕	"대전광역시 중구 오류로 30 (오류동,(1층))"	대전광역시 중구 오류동 172-3 (1층) 	오류동
일반음식점	엄마손감자탕	"대전광역시 중구 중앙로164번길 45, 1~2층 (은행동)"	대전광역시 중구 은행동 76-18 1~2층 	은행선화동
일반음식점	비에이치씨문화점	"대전광역시 중구 계룡로874번길 23 (오류동,(1층))"	대전광역시 중구 오류동 153-20 (1층) 	오류동
일반음식점	대성순대	"대전광역시 중구 대종로 37-5 (옥계동,(1층))"	대전광역시 중구 옥계동 159-16 (1층) 	석교동
일반음식점	유성순대	"대전광역시 중구 대전천서로 211 (석교동,(1층))"	대전광역시 중구 석교동 57-12 (1층) 	석교동
일반음식점	가톨릭대학교대전성모병원장례식장	"대전광역시 중구 대흥로 64 (대흥동,,3.289-1.560-12.284-2.290-1.288(1층))"	"대전광역시 중구 대흥동 520-2 ,3.289-1.560-12.284-2.290-1.288(1층) "	대흥동
일반음식점	두리호프	"대전광역시 중구 과례로 28 (문화동,(1층))"	대전광역시 중구 문화동 125-4 (1층) 	문화1동
일반음식점	뉴청춘대패	"대전광역시 중구 계백로1603번길 43 (유천동,(1층))"	대전광역시 중구 유천동 202-35 (1층) 	유천2동
일반음식점	누룽지삼계탕	"대전광역시 중구 중앙로79번길 110 (선화동,(1층))"	대전광역시 중구 선화동 354-2 (1층) 	은행선화동
일반음식점	고추식당	"대전광역시 중구 계백로1565번길 45 (유천동,(1층))"	대전광역시 중구 유천동 324-5 (1층) 	유천1동
일반음식점	통영굴마을	"대전광역시 중구 성산로 15 (안영동,(1층))"	대전광역시 중구 안영동 658-5 (1층) 	산성동
일반음식점	곤드레밥상	"대전광역시 중구 동서대로1235번길 14 (태평동,(1층))"	대전광역시 중구 태평동 338-37 (1층) 	태평1동
