업종명	업소명	소재지(도로명)	소재지(지번)	행정동명
일반음식점	소나무보리밥상	"대전광역시 중구 보문로 65, 1층 (부사동)"	대전광역시 중구 부사동 151-8 1층 	부사동
일반음식점	아저씨생맥주	"대전광역시 중구 충무로71번길 23-15, 1층 (대사동)"	대전광역시 중구 대사동 116-2 1층 	대사동
일반음식점	사랑방커피	"대전광역시 중구 보문로47번길 42, 1층 (문창동)"	대전광역시 중구 문창동 378-12 1층 	문창동
일반음식점	보문한상	"대전광역시 중구 문화로105번길 103, 1층 (유천동)"	대전광역시 중구 유천동 303-39 1층 	유천1동
일반음식점	제주602	"대전광역시 중구 계백로1685번길 45, 101동 103호 (오류동, 시티팰리스)"	대전광역시 중구 오류동 171-9 시티팰리스 101동 103호	오류동
일반음식점	선인당	"대전광역시 중구 태평로93번길 38, 1층 (태평동)"	대전광역시 중구 태평동 409-45 1층 	태평2동
일반음식점	융프라우	"대전광역시 중구 보문로260번길 13, 1층 (대흥동)"	대전광역시 중구 대흥동 480-1 1층 	대흥동
일반음식점	칼누들바대흥점	"대전광역시 중구 중앙로122번길 42, 1층 (대흥동)"	대전광역시 중구 대흥동 459-1 1층 	대흥동
일반음식점	미스터케밥	"대전광역시 중구 대종로480번길 47, 1,2층 (은행동)"	"대전광역시 중구 은행동 53-24 1,2층 "	은행선화동
일반음식점	호떡	"대전광역시 중구 대둔산로 407-19, 1층 (산성동)"	대전광역시 중구 산성동 118-2 1층 	산성동
일반음식점	달빛에구운고등어중촌점	"대전광역시 중구 목중로 50, 중촌동제일프라자 지하1층 (중촌동)"	대전광역시 중구 중촌동 16-10 중촌동제일프라자 지하1층 	중촌동
일반음식점	확장성	"대전광역시 중구 선화로 90, 1층 (선화동)"	대전광역시 중구 선화동 410-1 1층 	은행선화동
일반음식점	카페니치산성점	"대전광역시 중구 보문산로36번길 9, 1층, 2층 (산성동)"	"대전광역시 중구 산성동 122-1 1층, 2층 "	산성동
일반음식점	참새	"대전광역시 중구 동서대로 1299, 지하1층 (오류동)"	대전광역시 중구 오류동 189-32 지하1층 	오류동
일반음식점	모도시(modosi)	"대전광역시 중구 대종로521번길 25, 1층 (선화동)"	대전광역시 중구 선화동 236-3 1층 	은행선화동
일반음식점	쏘맥포차	"대전광역시 중구 중앙로170번길 40, 1층 (은행동)"	대전광역시 중구 은행동 72-5 1층 	은행선화동
일반음식점	가끔	"대전광역시 중구 목척4길 49, 1층 (은행동)"	대전광역시 중구 은행동 122-9 1층 	은행선화동
일반음식점	비워터(BeWater)	"대전광역시 중구 대흥로175번길 17, 1층 (대흥동)"	대전광역시 중구 대흥동 96-1 1층 	대흥동
일반음식점	뚠스타	"대전광역시 중구 중교로 36-1, 1층 (대흥동)"	대전광역시 중구 대흥동 452-67 1층 	대흥동
일반음식점	경화제면소	"대전광역시 중구 보문로20번길 143, 1층 (문창동)"	대전광역시 중구 문창동 66-3 1층 	문창동
일반음식점	하루엔소쿠대전선화점	"대전광역시 중구 선화서로 90, 1층 (선화동)"	대전광역시 중구 선화동 193-22 1층 	은행선화동
일반음식점	박미가	"대전광역시 중구 계백로1565번길 25-1, 1층 (유천동)"	대전광역시 중구 유천동 325-36 1층 	유천1동
일반음식점	릴레이분식	"대전광역시 중구 계룡로 937, 1층 (대사동)"	대전광역시 중구 대사동 248-485 1층 	대사동
일반음식점	포쇼(FOSHO)	"대전광역시 중구 대전천서로 475, 중앙타워 1층 (은행동)"	대전광역시 중구 은행동 114-43 중앙타워 1층 	은행선화동
일반음식점	포케몬스터	"대전광역시 중구 보문로230번길 62, 1층 (대흥동)"	대전광역시 중구 대흥동 421-1 1층 	대흥동
일반음식점	선화로22	"대전광역시 중구 선화로22번길 38, 1층 (용두동)"	대전광역시 중구 용두동 21-15 1층 	용두동
일반음식점	이키야	"대전광역시 중구 중교로 33, 1층 (대흥동)"	대전광역시 중구 대흥동 465-2 1층 	대흥동
일반음식점	양심소태평점	"대전광역시 중구 태평로 8-1, 버드내빌딩 1층 (유천동)"	대전광역시 중구 유천동 327-14 버드내빌딩 1층 	유천1동
일반음식점	영칼로리포케충남대병원점	"대전광역시 중구 계룡로920번길 32, 1층 (대사동)"	대전광역시 중구 대사동 248-360 1층 	대사동
일반음식점	노모어피자서대전점	"대전광역시 중구 계백로 1705, 1층 (오류동)"	대전광역시 중구 오류동 160-15 1층 	오류동
일반음식점	옥천뼈구이	"대전광역시 중구 대흥로 161, 1층 (대흥동)"	대전광역시 중구 대흥동 119-3 1층 	대흥동
일반음식점	조이분식	"대전광역시 중구 계룡로771번길 8, 1층 (용두동)"	대전광역시 중구 용두동 120-1 1층 	용두동
일반음식점	생마차대전유천점	"대전광역시 중구 계백로 1567, 1층 103호 (유천동)"	대전광역시 중구 유천동 308-8 1층 103호	유천1동
일반음식점	로바타소노대흥직영점	"대전광역시 중구 대흥로111번길 44, 1층 (대흥동)"	대전광역시 중구 대흥동 452-68 1층 	대흥동
일반음식점	마장동고기집선화점	"대전광역시 중구 선화서로130번길 21, 1층 (선화동)"	대전광역시 중구 선화동 156-32 1층 	은행선화동
일반음식점	뿌리호떡	"대전광역시 중구 뿌리공원로 41, 1층 (안영동)"	대전광역시 중구 안영동 698-5 1층 	산성동
일반음식점	옛장터국밥	"대전광역시 중구 중앙로13번길 42, 1층 (용두동)"	대전광역시 중구 용두동 21-11 1층 	용두동
일반음식점	사남매선짓국	"대전광역시 중구 대종로274번길 16, 1층 (문창동)"	대전광역시 중구 문창동 390-8 1층 	문창동
일반음식점	보이네포차	"대전광역시 중구 충무로 115, 1층 (대사동)"	대전광역시 중구 대사동 69-12 1층 	대사동
일반음식점	오복식당	"대전광역시 중구 당디로 123, 1층 (유천동)"	대전광역시 중구 유천동 336-2 1층 	유천1동
일반음식점	브라더한정식도시락대전태평점	"대전광역시 중구 평촌로 102, 1층 (유천동)"	대전광역시 중구 유천동 198-11 1층 	유천2동
일반음식점	대전대파집	"대전광역시 중구 보문로230번길 55, 1층, 2층 (대흥동)"	"대전광역시 중구 대흥동 412-13 1층, 2층 "	대흥동
일반음식점	골프존안영한빛점	"대전광역시 중구 대둔산로 164, 2층 (안영동)"	대전광역시 중구 안영동 334 2층 	산성동
일반음식점	송어촌	"대전광역시 중구 대흥로 160, 1층 (대흥동)"	대전광역시 중구 대흥동 117-18 1층 	대흥동
일반음식점	한우대전365	"대전광역시 중구 대전천서로 691-62, C동 1층 (중촌동)"	대전광역시 중구 중촌동 144 C동 1층 	중촌동
일반음식점	소현한우갈비	"대전광역시 중구 계백로1685번길 18, 1층 (오류동)"	대전광역시 중구 오류동 166-10 1층 	오류동
일반음식점	육회바른연어대전중구청점	"대전광역시 중구 선화서로 18, 111호 (선화동)"	대전광역시 중구 선화동 379-1 111호	은행선화동
일반음식점	크림티에	"대전광역시 중구 목척8길 11, 1층 (은행동)"	대전광역시 중구 은행동 9-13 1층 	은행선화동
일반음식점	하나푸드	"대전광역시 중구 보문로162번길 15, 1층 (대사동)"	대전광역시 중구 대사동 104-1 1층 	대사동
일반음식점	신김밥나라1	"대전광역시 중구 대흥로 175, 1층 (대흥동)"	대전광역시 중구 대흥동 95-6 1층 	대흥동
일반음식점	킹	"대전광역시 중구 중앙로 168, 3층 (은행동)"	대전광역시 중구 은행동 45-16 3층 	은행선화동
일반음식점	옹칼지네	"대전광역시 중구 계룡로918번길 34, 1층 (문화동)"	대전광역시 중구 문화동 1-89 1층 	문화1동
일반음식점	미더백	"대전광역시 중구 동서대로 1246, 1층 (태평동)"	대전광역시 중구 태평동 334-1 1층 	태평1동
일반음식점	새로이김밥	"대전광역시 중구 보문로337번길 48, 1층 (선화동)"	대전광역시 중구 선화동 145-28 1층 	은행선화동
일반음식점	신가네김치찌개	"대전광역시 중구 문창로10번길 21, 1층 (문창동)"	대전광역시 중구 문창동 120-22 1층 	문창동
일반음식점	자유식당	"대전광역시 중구 대종로 244-2, 1층 (석교동)"	대전광역시 중구 석교동 13-6 1층 	석교동
일반음식점	가장맛있는치킨	"대전광역시 중구 선화서로 115, 상가동 101호 (목동, 목동더샵리슈빌)"	대전광역시 중구 목동 372 목동더샵리슈빌 상가동 101호	목동
일반음식점	을지로연탄구이유천점	"대전광역시 중구 계백로1565번길 23, 1층 (유천동)"	대전광역시 중구 유천동 325-9 1층 	유천1동
일반음식점	언니네	"대전광역시 중구 대종로606번길 19, 1층 (선화동)"	대전광역시 중구 선화동 114-8 1층 	은행선화동
일반음식점	해물건강원	"대전광역시 중구 계백로1603번길 38, 1층 (유천동)"	대전광역시 중구 유천동 204-5 1층 	유천2동
일반음식점	오월찬한정식	"대전광역시 중구 산서로 663, 1층 (정생동)"	대전광역시 중구 정생동 267-1 1층 	산성동
일반음식점	월광	"대전광역시 중구 보문로260번길 64, 3층 (대흥동)"	대전광역시 중구 대흥동 225-5 3층 	대흥동
일반음식점	진성푸드	"대전광역시 중구 선화로 12, 1층 (용두동)"	대전광역시 중구 용두동 25-4 1층 	용두동
일반음식점	고야김밥	"대전광역시 중구 동서대로1303번길 27, 1층 (오류동)"	대전광역시 중구 오류동 189-90 1층 	오류동
일반음식점	전주식당	"대전광역시 중구 천근로 66, 1층 (문화동)"	대전광역시 중구 문화동 439-106 1층 	문화2동
일반음식점	허스크(HUSK)	"대전광역시 중구 보문로 294, 1층 (선화동)"	대전광역시 중구 선화동 282-9 1층 	은행선화동
일반음식점	삼거리연탄갈비	"대전광역시 중구 목중로26번길 39, 1층 (중촌동)"	대전광역시 중구 중촌동 18-6 1층 	중촌동
일반음식점	롱다리	"대전광역시 중구 계백로1584번길 43, 1층 (유천동)"	대전광역시 중구 유천동 217-46 1층 	유천1동
일반음식점	에헤디	"대전광역시 중구 중앙로137번길 5, 1층 (선화동)"	대전광역시 중구 선화동 62-1 1층 	은행선화동
일반음식점	육사육회	"대전광역시 중구 중앙로130번길 34, 1층 (대흥동)"	대전광역시 중구 대흥동 233-1 1층 	대흥동
일반음식점	소담분식	"대전광역시 중구 대둔산로408번길 11, 1층 (산성동)"	대전광역시 중구 산성동 284-7 1층 	산성동
일반음식점	봉오동식당	"대전광역시 중구 중앙로138번길 48, 1층 106,107,108호 (대흥동, 중앙로 센텀시티)"	"대전광역시 중구 대흥동 219-1 중앙로 센텀시티 1층 106,107,108호 "	대흥동
일반음식점	밥사랑한식	"대전광역시 중구 천근로46번길 4, 1층 (문화동)"	대전광역시 중구 문화동 480-1 1층 	문화2동
일반음식점	가정식당	"대전광역시 중구 보문로29번길 22, 1층 (문창동)"	대전광역시 중구 문창동 382-1 1층 	문창동
일반음식점	이도경꼬마김밥	"대전광역시 중구 보문로47번길 42, 1층 (문창동)"	대전광역시 중구 문창동 378-12 1층 	문창동
일반음식점	모에드	"대전광역시 중구 대흥로 173-1, 1,2층 (대흥동)"	"대전광역시 중구 대흥동 95-8 1,2층 "	대흥동
일반음식점	빽다방삼성아파트점	"대전광역시 중구 계룡로 856, 1층 (오류동)"	대전광역시 중구 오류동 175-5 1층 	오류동
일반음식점	오카페로스터즈	"대전광역시 중구 대종로594번길 51, 301동 103호 (선화동, 하늘채스카이앤1차)"	대전광역시 중구 선화동 906 하늘채스카이앤1차 301동 103호	은행선화동
일반음식점	황삼포크중구점	"대전광역시 중구 수침로55번길 57, 2층 (태평동)"	대전광역시 중구 태평동 327-34 2층 	태평1동
일반음식점	미쇼쿠	"대전광역시 중구 중교로 33, 1층 (대흥동)"	대전광역시 중구 대흥동 465-2 1층 	대흥동
일반음식점	포크로(Forkro)	"대전광역시 중구 문화로 171-1, 1층 (문화동)"	대전광역시 중구 문화동 372-18 1층 	문화1동
일반음식점	어덕170	"대전광역시 중구 어덕마을로 170, 1층 (중촌동)"	대전광역시 중구 중촌동 68-1 1층 	중촌동
일반음식점	고기명작대흥점	"대전광역시 중구 중앙로138번길 34, 1층 (대흥동)"	대전광역시 중구 대흥동 216-1 1층 	대흥동
일반음식점	길드커피온(gildcoffeeon)	"대전광역시 중구 계룡로 858, 1층 (오류동)"	대전광역시 중구 오류동 175-8 1층 	오류동
일반음식점	갓튀긴후라이드센트럴점	"대전광역시 중구 선화로22번길 18, 1층 (용두동)"	대전광역시 중구 용두동 26-15 1층 	용두동
일반음식점	윤아분식	"대전광역시 중구 천근로 10, 1층 (문화동)"	대전광역시 중구 문화동 462-32 1층 	문화2동
일반음식점	금소네	"대전광역시 중구 중앙로79번길 77, 1층 (선화동)"	대전광역시 중구 선화동 366-3 1층 	은행선화동
일반음식점	신들의정원	"대전광역시 중구 평촌로 100, D동 5호 (유천동)"	대전광역시 중구 유천동 198-1 D동 5호	유천2동
일반음식점	오여우	"대전광역시 중구 중앙로137번길 44, 1층 (선화동)"	대전광역시 중구 선화동 7-2 1층 	은행선화동
일반음식점	캘리포니아베이커리목동선병원점	"대전광역시 중구 목중로 29, 선병원 1층 (목동)"	대전광역시 중구 목동 10-7 선병원 1층 	목동
일반음식점	백조한우마을별관	"대전광역시 중구 중촌로 26, 2층 (중촌동)"	대전광역시 중구 중촌동 100-20 2층 	중촌동
일반음식점	수리치킨	"대전광역시 중구 충무로 129, 1층 (대사동)"	대전광역시 중구 대사동 64-15 1층 	대사동
일반음식점	치밥대장대전태평점	"대전광역시 중구 유천로132번길 31-22, 1층 (태평동)"	대전광역시 중구 태평동 328-5 1층 	태평1동
일반음식점	서진푸드	"대전광역시 중구 천근로70번길 6, 2층,3층 (문화동)"	"대전광역시 중구 문화동 439-8 2층,3층 "	문화2동
일반음식점	커피플러스(COFFEEPLUS)	"대전광역시 중구 계룡로920번안길 68, 1층 (문화동)"	대전광역시 중구 문화동 1-32 1층 	문화1동
일반음식점	육식사관학교서대전점	"대전광역시 중구 계백로1618번길 55, 1층 (유천동)"	대전광역시 중구 유천동 175-1 	유천1동
일반음식점	코시	"대전광역시 중구 대종로594번길 51, 302동 117호 (선화동, 하늘채스카이앤1차)"	대전광역시 중구 선화동 903 하늘채스카이앤1차 302동 117호	은행선화동
일반음식점	프랭크버거대전선화점	"대전광역시 중구 선화로97번길 50, 1층 (선화동)"	대전광역시 중구 선화동 191-12 1층 	은행선화동
일반음식점	구스토래또	"대전광역시 중구 중교로 33, 1층 (대흥동)"	대전광역시 중구 대흥동 465-2 1층 	대흥동
일반음식점	고향전	"대전광역시 중구 학고개로 3, 1층 (옥계동)"	대전광역시 중구 옥계동 149-21 1층 	석교동
일반음식점	집밥	"대전광역시 중구 중교로 7-7, 1층 101호 (대흥동, 다빈치)"	대전광역시 중구 대흥동 502-12 1층 101호	대흥동
일반음식점	풍각쟁이아지트	"대전광역시 중구 대둔산로 530, 1층 (유천동)"	대전광역시 중구 유천동 336-1 1층 	유천1동
일반음식점	브뤼셀프라이대전은행점	"대전광역시 중구 대종로488번길 31, 1층 (은행동)"	대전광역시 중구 은행동 48-9 1층 	은행선화동
일반음식점	고깃리88번지오류점	"대전광역시 중구 계룡로882번길 14, 1층 (오류동)"	대전광역시 중구 오류동 151-13 1층 	오류동
일반음식점	대박이네	"대전광역시 중구 태평로 115, 1층 (태평동)"	대전광역시 중구 태평동 374-39 1층 	태평2동
일반음식점	정담손만두	"대전광역시 중구 보문로 337, 선화현대빌딩 지하1층 11호 (선화동)"	대전광역시 중구 선화동 151-13 선화현대빌딩 지하1층 11호	은행선화동
유흥주점영업	"아시아노래클럽,싸이공(SAIGON)"	대전광역시 중구 대종로517번길 24 (선화동)	대전광역시 중구 선화동 22-9 	은행선화동
유흥주점영업	오로라	"대전광역시 중구 당디로124번길 12 (유천동,(1층))"	대전광역시 중구 유천동 329-4 (1층) 	유천1동
유흥주점영업	해신노래주점	"대전광역시 중구 중앙로122번길 14 (대흥동,(지하))"	대전광역시 중구 대흥동 492-1 (지하) 	대흥동
유흥주점영업	쾌남	"대전광역시 중구 보문로 309 (선화동,(지하))"	대전광역시 중구 선화동 361 (지하) 	은행선화동
유흥주점영업	오렌지	"대전광역시 중구 중앙로156번길 44 (은행동,(지하))"	대전광역시 중구 은행동 163-1 (지하) 	은행선화동
유흥주점영업	금바위	"대전광역시 중구 대둔산로 520 (유천동,(지하))"	대전광역시 중구 유천동 335-18 (지하) 	유천1동
유흥주점영업	신나라	"대전광역시 중구 선화로 126-7, 지하1층 (선화동)"	대전광역시 중구 선화동 240-2 (지하1층) 	은행선화동
유흥주점영업	버킹검	"대전광역시 중구 당디로124번길 14, 1층 (유천동)"	대전광역시 중구 유천동 329-30 (1층) 	유천1동
유흥주점영업	무궁화유흥주점	"대전광역시 중구 중앙로 21, 무궁화프라자 3층 (용두동)"	"대전광역시 중구 용두동 13-1 무궁화프라자, 3층 "	용두동
유흥주점영업	쿵쿵따노래주점	"대전광역시 중구 중교로 91 (은행동,(지하1층))"	대전광역시 중구 은행동 72-17 (지하1층) 	은행선화동
유흥주점영업	아이리스	"대전광역시 중구 대둔산로 506 (유천동,(1층))"	대전광역시 중구 유천동 335-85 (1층) 	유천1동
유흥주점영업	제우스	대전광역시 중구 당디로124번길 40 (유천동)	대전광역시 중구 유천동 301-6 	유천1동
유흥주점영업	판도라	"대전광역시 중구 대전천서로 469, 지하1층 (은행동)"	대전광역시 중구 은행동 18-17 지하1층 	은행선화동
유흥주점영업	뉴벤틀리	"대전광역시 중구 선화로 120, 지하1층 (선화동)"	대전광역시 중구 선화동 244-11 (지하1층) 	은행선화동
유흥주점영업	임팩트	"대전광역시 중구 중앙로164번길 38 (은행동,(2층))"	대전광역시 중구 은행동 168-10 (2층) 	은행선화동
유흥주점영업	이태원	"대전광역시 중구 대둔산로 506 (유천동,(1층))"	대전광역시 중구 유천동 335-85 (1층) 	유천1동
유흥주점영업	호박노래라이브	"대전광역시 중구 계백로1498번길 29 (유천동,(지하))"	대전광역시 중구 유천동 338-15 (지하) 	유천1동
유흥주점영업	왕	"대전광역시 중구 당디로 122 (유천동,(1층))"	대전광역시 중구 유천동 329-1 (1층) 	유천1동
유흥주점영업	에이스	"대전광역시 중구 당디로 119 (유천동,(1층))"	대전광역시 중구 유천동 335-129 (1층) 	유천1동
유흥주점영업	와와노래클럽	"대전광역시 중구 계백로 1566 (유천동,(지하))"	대전광역시 중구 유천동 305-1 (지하) 	유천1동
유흥주점영업	키스	"대전광역시 중구 당디로124번길 40 (유천동,(1층))"	대전광역시 중구 유천동 301-5 (1층) 	유천1동
유흥주점영업	천지	"대전광역시 중구 당디로124번길 93 (유천동,(지하))"	대전광역시 중구 유천동 305-18 (지하) 	유천1동
유흥주점영업	아방궁가요주점	"대전광역시 중구 당디로 121 (유천동,(1층))"	대전광역시 중구 유천동 335-4 (1층) 	유천1동
유흥주점영업	세이노래주점	"대전광역시 중구 계백로1584번길 28 (유천동,(지하))"	대전광역시 중구 유천동 304-11 (지하) 	유천1동
유흥주점영업	압구정	"대전광역시 중구 대종로480번길 38 (은행동,(지하))"	대전광역시 중구 은행동 76-12 (지하) 	은행선화동
유흥주점영업	(주)찬스관광나이트	"대전광역시 중구 대둔산로 518 (유천동,외6필지 지상2층)"	대전광역시 중구 유천동 335-17 외6필지 지상2층 	유천1동
유흥주점영업	나이트클럽세븐	"대전광역시 중구 당디로 112, 1동 2,3층 (유천동)"	"대전광역시 중구 유천동 332-28 ,332-25 1동 (2,3층) "	유천1동
유흥주점영업	별천지	"대전광역시 중구 당디로124번길 34 (유천동,(1층))"	대전광역시 중구 유천동 301-2 (1층) 	유천1동
유흥주점영업	오작교	"대전광역시 중구 당디로 122 (유천동,(1층))"	대전광역시 중구 유천동 329-1 (1층) 	유천1동
유흥주점영업	비타민	"대전광역시 중구 당디로124번길 6 (유천동,(1층))"	대전광역시 중구 유천동 329-2 (1층) 	유천1동
유흥주점영업	파트너	"대전광역시 중구 계룡로882번길 16 (오류동,(지하))"	대전광역시 중구 오류동 151-15 (지하) 	오류동
유흥주점영업	땡큐	"대전광역시 중구 대종로386번길 97 (문창동,(지하))"	대전광역시 중구 문창동 10-4 (지하) 	문창동
유흥주점영업	오비클럽	"대전광역시 중구 당디로 111 (유천동,(지하))"	대전광역시 중구 유천동 335-11 (지하) 	유천1동
유흥주점영업	라이브초이스노래	"대전광역시 중구 중앙로137번길 39 (선화동,(지하))"	대전광역시 중구 선화동 21-10 (지하) 	은행선화동
유흥주점영업	칠공구공추억으로	"대전광역시 중구 선화로119번길 19 (선화동,,17 (지하))"	"대전광역시 중구 선화동 140-2 ,17 (지하) "	은행선화동
유흥주점영업	예원	"대전광역시 중구 대흥로165번길 25 (대흥동,,2 (지하))"	"대전광역시 중구 대흥동 129-1 ,2 (지하) "	대흥동
유흥주점영업	한국관나이트클럽	"대전광역시 중구 계백로 1719 (오류동,(지하))"	대전광역시 중구 오류동 154-4 (지하) 	오류동
유흥주점영업	8주점	"대전광역시 중구 대종로529번길 41, 지하1층 (선화동)"	대전광역시 중구 선화동 235-4 지하1층 	은행선화동
유흥주점영업	녹희술마시고노래하고	"대전광역시 중구 중앙로122번길 38 (대흥동,(지하))"	대전광역시 중구 대흥동 477-3 (지하) 	대흥동
유흥주점영업	오케이(O.K)노래	"대전광역시 중구 중앙로130번길 24 (대흥동,(지하))"	대전광역시 중구 대흥동 213-1 (지하) 	대흥동
유흥주점영업	신세계	대전광역시 중구 대흥로 9 (문화동)	대전광역시 중구 문화동 1-192 	문화1동
유흥주점영업	갤러리	"대전광역시 중구 중앙로130번길 28 (대흥동,(지하1층))"	대전광역시 중구 대흥동 213-2 (지하1층) 	대흥동
유흥주점영업	듀오스	"대전광역시 중구 중앙로121번길 36 (선화동,,4 (지하))"	"대전광역시 중구 선화동 23-2 ,4 (지하) "	은행선화동
유흥주점영업	라이브클럽	대전광역시 중구 대종로505번길 50 (선화동)	대전광역시 중구 선화동 229-6 	은행선화동
유흥주점영업	고고고	"대전광역시 중구 보문로260번길 30, 지상2층 (대흥동)"	대전광역시 중구 대흥동 476-1 (지상2층) 	대흥동
유흥주점영업	앵콜노래타운	"대전광역시 중구 선화로 128-1 (선화동,(1층))"	대전광역시 중구 선화동 240-1 (1층) 	은행선화동
유흥주점영업	논다대흥점별관	"대전광역시 중구 보문로260번길 45 (대흥동,지상2층)"	대전광역시 중구 대흥동 212-3 지상2층 	대흥동
유흥주점영업	킹가요주점	"대전광역시 중구 중앙로122번길 43 (대흥동,(2층))"	대전광역시 중구 대흥동 292-4 (2층) 	대흥동
유흥주점영업	강변7080	"대전광역시 중구 보문로260번길 27, 지하1층 (대흥동)"	대전광역시 중구 대흥동 479-7 지하1층 	대흥동
유흥주점영업	필	대전광역시 중구 대종로460번길 28 (대흥동)	"대전광역시 중구 대흥동 130-2 ,131-1(지하) "	대흥동
유흥주점영업	세븐나이트	"대전광역시 중구 당디로 112, 1층 (유천동)"	"대전광역시 중구 유천동 332-28 ,332-25(1층) "	유천1동
유흥주점영업	준코뮤직타운은행점	"대전광역시 중구 중앙로 149, 지하1층 (은행동)"	대전광역시 중구 은행동 139-1 (지하1층) 	은행선화동
유흥주점영업	올레노래클럽	"대전광역시 중구 대종로529번길 39, 지하1층 (선화동)"	대전광역시 중구 선화동 235-33 (지하1층) 	은행선화동
유흥주점영업	베스트라이브7080	대전광역시 중구 대흥로 7 (문화동)	대전광역시 중구 문화동 1-191 	문화1동
유흥주점영업	논다노래타운대흥점	"대전광역시 중구 보문로260번길 45, 2층 (대흥동)"	대전광역시 중구 대흥동 212-3 	대흥동
유흥주점영업	명품노래장	대전광역시 중구 선화로 134 (선화동)	대전광역시 중구 선화동 17-8 	은행선화동
유흥주점영업	만남노래하는밤술마시는밤	"대전광역시 중구 대흥로175번길 40, 지하1층 (대흥동)"	대전광역시 중구 대흥동 2-2 	대흥동
단란주점	으라차차	"대전광역시 중구 중앙로 21, 지하 3호 (용두동,무궁화백화점)"	대전광역시 중구 용두동 13-1 무궁화백화점 지하 3호	용두동
단란주점	가보자7080	대전광역시 중구 대흥로165번길 41 (대흥동)	대전광역시 중구 대흥동 144 	대흥동
단란주점	카스광장단란주점	대전광역시 중구 계백로 1685 (오류동)	대전광역시 중구 오류동 165-13 	오류동
단란주점	만남부킹클럽	"대전광역시 중구 중교로 73, 지하1층 (은행동)"	대전광역시 중구 은행동 162-2 지하1층 	은행선화동
단란주점	오렌지노래주점	대전광역시 중구 대흥로 11 (문화동)	대전광역시 중구 문화동 1-193 	문화1동
단란주점	썸	대전광역시 중구 중앙로16번길 30 (문화동)	대전광역시 중구 문화동 1-212 	문화1동
단란주점	아우라술마시는노래주점	대전광역시 중구 수침로55번길 49 (태평동)	대전광역시 중구 태평동 327-28 	태평1동
단란주점	호박7080	대전광역시 중구 보문로262번길 44 (대흥동)	대전광역시 중구 대흥동 212-2 	대흥동
단란주점	터치	"대전광역시 중구 대흥로175번길 5, 2층 (대흥동)"	대전광역시 중구 대흥동 95-5 2층 	대흥동
단란주점	허니허니	대전광역시 중구 문창로 135 (대흥동)	대전광역시 중구 대흥동 117-1 	대흥동
단란주점	만년7080	"대전광역시 중구 대흥로66번길 27, 지하1층 (대흥동)"	대전광역시 중구 대흥동 518-4 지하1층 	대흥동
단란주점	아시아인디오(ASIA인디오)	"대전광역시 중구 중교로 84-1, 지하1층 (대흥동)"	대전광역시 중구 대흥동 147-4 지하1층 	대흥동
단란주점	해주가요클럽	대전광역시 중구 보문로162번길 86 (대사동)	대전광역시 중구 대사동 62-6 	대사동
단란주점	영술마시는노래바	대전광역시 중구 중앙로121번길 30 (선화동)	대전광역시 중구 선화동 24 	은행선화동
단란주점	썸뮤직타운	"대전광역시 중구 중앙로130번길 34, 지하1층 (대흥동)"	대전광역시 중구 대흥동 233-1 지하1층 	대흥동
단란주점	루비	대전광역시 중구 보문로262번길 48 (대흥동)	대전광역시 중구 대흥동 213-7 	대흥동
단란주점	휠카스타운	"대전광역시 중구 중앙로 19 (용두동,,7)"	"대전광역시 중구 용두동 13-4 ,7 "	용두동
단란주점	발라드단란주점	대전광역시 중구 대종로517번길 40 (선화동)	대전광역시 중구 선화동 236-6 	은행선화동
단란주점	은하수7080단란주점	"대전광역시 중구 대흥로165번길 13, 2층 (대흥동)"	대전광역시 중구 대흥동 121-3 2층 	대흥동
단란주점	물레방아	대전광역시 중구 대종로386번길 99 (문창동)	대전광역시 중구 문창동 10-19 	문창동
단란주점	애플	"대전광역시 중구 목척2길 41, 1층 (은행동)"	대전광역시 중구 은행동 123-3 1층 	은행선화동
단란주점	달노래바	대전광역시 중구 중앙로130번길 30 (대흥동)	대전광역시 중구 대흥동 213-3 	대흥동
단란주점	무지개	"대전광역시 중구 대종로452번길 26-1, 1층 (대흥동)"	대전광역시 중구 대흥동 121-4 1층 	대흥동
단란주점	큐	"대전광역시 중구 중앙로112번길 42 (대흥동,지하1층)"	대전광역시 중구 대흥동 464-1 지하1층 	대흥동
단란주점	바이브	"대전광역시 중구 대흥로165번길 44 (대흥동,지하1층)"	대전광역시 중구 대흥동 6-32 지하1층 	대흥동
단란주점	7080라이브광장엘리시아	대전광역시 중구 계백로 1582-1 (유천동)	대전광역시 중구 유천동 305-43 (2층) 	유천1동
단란주점	왕음악회	"대전광역시 중구 대흥로 160, 2층 (대흥동)"	대전광역시 중구 대흥동 117-18 (2층) 	대흥동
단란주점	스타일	대전광역시 중구 대흥로175번길 33 (대흥동)	대전광역시 중구 대흥동 4-1 	대흥동
단란주점	쇼단란주점	대전광역시 중구 중앙로122번길 43 (대흥동)	대전광역시 중구 대흥동 292-4 	대흥동
단란주점	금맥	"대전광역시 중구 중앙로137번길 39 (선화동,(2층))"	대전광역시 중구 선화동 21-10 (2층) 	은행선화동
단란주점	황진이	대전광역시 중구 대종로529번길 44 (선화동)	대전광역시 중구 선화동 279-3 	은행선화동
단란주점	블루	"대전광역시 중구 대흥로 22 (대사동,(지하1층))"	대전광역시 중구 대사동 248-264 (지하1층) 	대사동
